#hg19_pos   paralog weight  chm1_pos
120589775	C	1	150781581
120565361	D	1	121428976
120556109	D	1	121438204
120607553	D	1	121386730
120568498	A	0.807727035152	147553415
120581795	D	1	121412543
120568752	A	0.864109556378	147553669
120551953	C	1	150819706
120585251	N	1	120700722
120603291	C	1	150768036
120605471	N	1	120720942
120573560	C	1	150798110
120563530	A	1	147548445
120605877	N	1	120721348
120573048	C	1	150798622
120557894	B	0.918326322132	149993747
120556397	C	1	150815271
120585742	D	1	121408584
120580150	D	1	121414192
120597222	N	1	120712693
120605602	D	1	121388687
120581492	D	1	121412848
120566825	B	0.921559053682	150002444
120558897	C	1	150812769
120569137	C	1	150802526
120563839	A	1	147548754
120568609	N	1	120684080
120605595	D	1	121388694
120602305	C	1	150769034
120573174	D	1	121421154
120594223	C	1	150777117
120571076	C	1	150800590
120581285	N	1	120696756
120606636	C	1	150764683
120563562	A	0.894380032593	147548477
120589836	B	1	150025442
120571147	B	1	150006767
120579626	D	1	121414716
120569064	D	1	121425269
120607772	N	1	120723243
120606582	N	1	120722053
120557365	A	0.867078920303	147542277
120569206	B	1	150004830
120551939	D	1	121442359
120605576	D	1	121388713
120555746	C	1	150815922
120563725	A	0.87409497935	147548640
120592390	B	1	150028009
120606505	C	1	150764814
120575123	C	1	150796553
120572818	C	1	150798852
120557920	C	0.5	150813743
120555383	N	1	120670854
120575067	D	1	121419262
120565201	B	0.892926920484	150001052
120571103	D	1	121423226
120598503	D	1	121395787
120555892	N	1	120671363
120592950	B	1	150028569
120607656	C	1	150763665
120604989	C	1	150766338
120593542	B	1	150029161
120594200	B	1	150029801
120607300	D	1	121386981
120557839	C	1	150813824
120563514	A	0.891131514028	147548429
120561879	B	0.933298128522	149997730
120598449	D	1	121395841
120563317	A	0.786873749694	147548232
120583798	C	1	150787884
120593794	C	1	150777534
120579937	C	1	150791745
120606477	D	1	121387804
120585505	D	1	121408821
120552895	N	1	120668366
120561223	C	3	150810444
120568675	A	0.869908873404	147553592
120562515	C	1	150809152
120604456	C	1	150766871
120551940	N	1	120667411
120570813	B	0.86527953562	150006432
120608636	C	1	150762685
120571276	B	0.833079519617	150006891
120576619	D	1	121417720
120602489	C	1	150768850
120570949	A	0.887774149141	147555854
120607163	D	1	121387118
120578120	A	1	147563004
120579411	A	1	147564295
120580632	A	1	147565515
120582157	A	1	147567043
120583642	A	1	147568527
120583681	A	1	147568566
120583683	A	1	147568568
120583921	A	1	147568790
120583975	A	1	147568844
120588392	A	1	147573256
120591072	A	1	147575941
120591404	A	1	147576282
120591605	A	1	147576483
120593873	A	1	147578751
120594177	A	1	147579039
120575916	B	1	150011523
120578165	B	1	150013767
120578437	B	1	150014041
120581201	B	1	150016804
120582190	B	1	150017795
120587296	B	1	150022895
120589836	B	1	150025442
120592390	B	1	150028009
120592950	B	1	150028569
120593009	B	1	150028628
120593542	B	1	150029161
120593871	B	1	150029490
120594027	B	1	150029628
120594200	B	1	150029801
120594955	B	1	150030554
120612018       A       1       147596905
120612194       B       1       150047825
